tid,tweet,keyword,polarity,subjectivity,sentiment,neg,neu,pos,compound
T1016,RichardJMurphy Human rights worth lot money especially countries like USA use excuse invade But equally turn blind eye Saudi Arabia equally worse due arms deal Saudi currently bombing Yemen right But WC Russia,russia invade,-0.048928571,0.407738095,negative,0.192,0.697,0.112,-0.736
T1017,RT KyivIndependent Belarus participated Russia aggression Ukraine allowing Russian troops use Belarusian,russia invade,0,0,negative,0.167,0.833,0,-0.296
T1018,blackintheempir Russia chose invade Ukraine commit genocide The United States nothing decision,russia invade,0,0,positive,0,0.667,0.333,0.6124
T1019,MissMwambe originaleo AStartzky caitoz Each one points makes establish Russia wrong invade Ukraine states detrimental interests morally wrong History th making show us right,russia invade,-0.238095238,0.778571429,negative,0.212,0.719,0.068,-0.6369
T1020,CyKoore DJDynamicNC CanadianCentury CafInsider AdamOculporate There doubt war horrible avoided almost always war start February Russian invasion war Donbass restarted February Biden knew Russia invade,russia invade,-0.5,0.5,negative,0.514,0.486,0,-0.9643
T1021,ErobosAbzuLamas georgegalloway GayatriGalloway MoatsTV JamesMelville myscotlandtoday WorkersPartyGB US UK Churchill planned release German Nazis amp together invade Russia Holocaust When failed US setup NATO amp installed former Nazis leaders today Ukraine US largest funder Nazis world,russia invade,-0.166666667,0.1,negative,0.086,0.914,0,-0.5106
T1022,originaleo AStartzky caitoz Oliver Stone fooled Putin said proof Russia intends invade Ukraine I doubt would Now changed mind march,russia invade,0,0,negative,0.231,0.769,0,-0.6249
T1023,EmbassyofRussia RusembZ RuEmbZimbabwe RusEmbUSA RussianEmbassy RusEmbNam EmbRusBotswana Rusembegypt Why Russian politicians order kill invade country citizens Russia order want peace,russia invade,0,0,positive,0.177,0.642,0.181,-0.2263
T1024,TheCookieSavior dfatirl simoncoveney There getting people Even vote overwhelmingly favour joining Russia give Russia right invade entire country killing thousands innocents take force,russia invade,0.261904762,0.720238095,negative,0.197,0.635,0.167,-0.2263
T1025,No Russia proven track record weaponising language excuse invade sovereign countries,russia invade,-0.05,0.05,negative,0.176,0.72,0.104,-0.2263
T1026,Vaporisor OctavianTheOne WarMonitors But discussion quite interesting try compare Russia invade Ukraine Japan invade China,russia invade,0.5,0.5,positive,0,0.778,0.222,0.611
T1027,Someone explain Putin started crap excuse invade Ukraine enabling Russia,russia invade,-0.425,0.425,negative,0.218,0.672,0.109,-0.3182
T1028,If hand Russia goes democratic transformation interest rebuild Ukraine also hamstring budding democracy On hand Russia invade almost destruction inside Ukraine,russia invade,0.1,0.2,positive,0.114,0.57,0.315,0.7178
T1029,Let honest Trump President United States America wo war Trump might get every thing wrong wo allow Russia Invade Ukraine first,russia invade,0.116666667,0.711111111,positive,0.226,0.516,0.258,0
T1030,BrockSandiway So upset helped overthrow putin homeboy think justificationnfor russia invade Ukraine Put crack pipe,russia invade,0,0,negative,0.171,0.829,0,-0.4391
T1031,RT GlasnostGone First remembering Russia said definitely wont invade Ukraine today said There discussions Kremlin,russia invade,0.125,0.416666667,positive,0,0.838,0.162,0.4019
T1032,kagamefuturist We never joined war first place If declare war France would either Germany would proceed plan invade Russia,russia invade,0.25,0.333333333,positive,0,0.73,0.27,0.7424
T1033,DyerMachine BrockSandiway Because afraid would cause russia invade ukraine late concern anymore,russia invade,-0.45,0.75,neutral,0,1,0,0
T1034,RT With threatening invade UKRAINE FACT ChuckGrassley LindseyGrahamSC referred Steele,russia invade,0,0,negative,0.274,0.726,0,-0.5267
T1035,WHAT HAND It showed proof Biden said months massing troops military equipment near Ukraine border thought rightly Russia would invade Fed everything back Russia yeah gave info taken Russia Russia wow,russia invade,0.077142857,0.407142857,positive,0,0.738,0.262,0.873
T1036,AHagadorn ACTBrigitte Afghanistan Open borders million crossed fentanyl epidemic increased crime year high inflation Saudi said Biden asked oil hence gas prices high baby formula shortage supply line debacle Russia felt safe enough invade Ukraine,russia invade,0.164,0.516,negative,0.133,0.747,0.12,-0.128
T1037,blackintheempir NATO made Russia invade Man I hope someone paying I really,russia invade,0.2,0.2,positive,0,0.756,0.244,0.4404
T1038,YulianSMarinov ELINTNews No intervened behalf population country began civil war Turkey looks primed invade Russia heavily occupies behalf Dictator America intervenes defeat authoritarianism return power People,russia invade,-0.2,0.5,negative,0.283,0.717,0,-0.8442
T1039,Russia began lining equipment invade month invasion Ukraine attacked enemy soldiers entered territory You would let neighbor move house afraid launch first fist,russia invade,-0.175,0.616666667,negative,0.236,0.764,0,-0.7579
T1040,RT GlasnostGone First remembering Russia said definitely wont invade Ukraine today said There discussions Kremlin,russia invade,0.125,0.416666667,positive,0,0.838,0.162,0.4019
T1041,dontbantheboug They It Russia invade Ukraine democratic president,russia invade,0,0,neutral,0,1,0,0
T1042,RT GlasnostGone First remembering Russia said definitely wont invade Ukraine today said There discussions Kremlin,russia invade,0.125,0.416666667,positive,0,0.838,0.162,0.4019
T1043,PonderRanch JohnMarkPirtle johncusack Norway tiny border far Moscow border area practically uninhabitable amp unusable launch attack Putin clear dont place new missiles Ukraine reduces reaction time lt minutes Guess border nazees used invade Russia,russia invade,0.084090909,0.584469697,negative,0.082,0.849,0.069,-0.128
T1044,Ukraine wanted Russia invade It make sense nature chess,russia invade,0,0,neutral,0,1,0,0
T1045,RT uaexplainers brute force established rule terror took millions lives conducted multiple genocide,russia invade,0,0,negative,0.221,0.779,0,-0.5267
T1046,WarHumor Russia going get peace The West pretend want talks truth We want see russia fall thanks Ukraine get wish Pretty stupid invade country demand talks losing,russia invade,-0.116666667,0.733333333,positive,0.211,0.38,0.409,0.8074
T1047,RT GlasnostGone First remembering Russia said definitely wont invade Ukraine today said There discussions Kremlin,russia invade,0.125,0.416666667,positive,0,0.838,0.162,0.4019
T1048,elonmusk BillFOXLA FoxNews Also anyone wondered main cause migrations Most powerful countries invade poor countries due war unemployment people risk lives go countries eg USA invaded Russia invaded,russia invade,0.088333333,0.561666667,negative,0.315,0.604,0.081,-0.8363
T1049,lunxti You first growing commenting shit people posts So victim It life experiences Russia must invade wish Ukraine needs stop victims fight back,russia invade,-0.00625,0.295833333,negative,0.391,0.478,0.131,-0.8268
T1050,Russia able invade another country without worry soldiers killed gt,russia invade,0.15,0.3125,positive,0,0.464,0.536,0.7962
T1051,TpyxaNews The West invade Russia wants live die minutes,russia invade,0.168181818,0.3,negative,0.328,0.672,0,-0.5994
T1052,That happened He say Russia every bombed civilians They discussing bombing kyiv kharkiv Ukraine tried invade Russia The Jewish guy said Russia thisas bombings civilians stupid Nice try though,russia invade,-0.066666667,0.666666667,negative,0.102,0.813,0.084,-0.1531
T1053,ashemonguno Why Russia invade Ukraine really want know cuz starts inquiry exactly propagandists want begin looking What underlying issue Who escalated armed conflict Why Russia send troops Who fueling amp,russia invade,0.225,0.225,positive,0.071,0.831,0.098,-0.0294
T1054,RT JamesLBruno The approaching rupture Russian Federation third phase imperial collapse following unraveling,russia invade,0,0.025,negative,0.211,0.789,0,-0.4939
T1055,mrcattmoles So Ukraine needs bomb neighbors coax war Why Russia invade Ukraine,russia invade,0,0,negative,0.424,0.576,0,-0.8107
T1056,ianbremmer Didn say Russia going invade Ukraine Thought expert,russia invade,0,0,neutral,0,1,0,0
T1057,AZgeopolitics Such bullshit No one ever threatened Russia Russia nukes fs sake claim Russia invade protect laughable,russia invade,-0.25,0.75,negative,0.363,0.484,0.153,-0.7351
T1058,RT GlasnostGone First remembering Russia said definitely wont invade Ukraine today said There discussions Kremlin,russia invade,0.125,0.416666667,positive,0,0.838,0.162,0.4019
T1059,vksrossii SamPervis GeromanAT According Russian sources We know casualties USSR winter war It explicitly Russia invade Finland Hitler attacked early,russia invade,0.05,0.15,negative,0.277,0.723,0,-0.7845
T1060,UAWeapons How many times Russia invade countries realise never stop one day come Did know waging clandestine war everyone decades like take kill,russia invade,0.5,0.5,negative,0.269,0.594,0.137,-0.7361
T1061,RT KimDotcom Ukraine executed false flag attack Poland poorly chance blame Russia without losing,russia invade,-0.4,0.6,negative,0.279,0.508,0.213,-0.3217
T1062,fuecks niktwick Oh EXTENT first read made think idea extend Russia Reparations consideration countries invade recognized sovereign country point land issue decree annexation,russia invade,0.25,0.333333333,positive,0,0.928,0.072,0.1779
T1063,RadicalLib Unless happens small town America ai nobody going care happens New York City Los Angeles San Francisco Sodom Gomorrah whatever Hell I wish Russia would invade California It would rest us favor,russia invade,-0.056818182,0.427272727,positive,0.112,0.68,0.209,0.4588
T1064,YankeeMckenna SamHarrisOrg elonmusk He never mentioned Russia Ukraine thought war would break February By standards could say I predicted war December since I telling everyone Russia would likely invade given rhetoric around reuniting USSR,russia invade,0,1,negative,0.206,0.794,0,-0.8316
T1065,TimothyDSnyder You realize Hillary sold Russia Uranium Obama let Russia invade Crimea,russia invade,0,0,neutral,0,1,0,0
T1066,alterro YoppMismo PetrMoses LearnAerosols kamilkazani It least generation Russia invade may even RF In meantime Ukraine NATO End story,russia invade,-0.3,0.4,neutral,0,1,0,0
T1067,LearnAerosols kamilkazani It ca defeated nukes India China wo abide sanctions West helps Ukraine become militarized like Israel Russia likely wo able invade,russia invade,0.25,0.8125,positive,0.11,0.709,0.181,0.25
T1068,hateccpruzzia McFaul No proved good job mean anything comes Russia automatically CIA propaganda You understand idea far right dictator tries invade Europe maybe wrong Horseshoe theory,russia invade,0.010459184,0.603316327,negative,0.227,0.683,0.09,-0.5267
T1069,That moment Russia pull Ukraine atrocities international law violations end From sides And could avoided altogether Russia led certain Putin invade RussiaIsATerroristState UkraineRussianWar,russia invade,0.107142857,0.285714286,negative,0.208,0.717,0.075,-0.5719
T1070,tdibgd Yeah I think Putin bad Russia like I said destroying freedom country war entirely fault nato america never really cared Russia last years never trying invade imperialize like ukr,russia invade,-0.2,0.311666667,negative,0.352,0.405,0.243,-0.7304
T1071,FBAwayDays We close anti Arab racism Qatar democracy Qatar LGBT right like Hungary EU And Qatar invade another country Russia put minority camps China yet never outcry I Qatar choice,russia invade,0.285714286,0.535714286,negative,0.175,0.683,0.142,-0.2955
T1072,NotAlexNoyle SpaghettiKozak SeeSisyphusPush vijayprashad DrJillStein BrianBeckerDC medeabenjamin EugenePuryear PeoplesForumNYC Honestly even see tweeting right You literally radicalized believe okay Russia invade sovereign nation US providing weapons troops weapons bad act event,russia invade,0.171428571,0.650595238,negative,0.231,0.647,0.122,-0.6597
T1073,sophielouisecc Then bollocks Nazism Ukraine It illegal Ukraine either What Russia ca invade another country,russia invade,-0.5,0.5,negative,0.205,0.795,0,-0.5574
T1074,Are actually claiming Ukraine forced Russia invade Ukraine And exactly would pulled phucked country yr war started another guy voted,russia invade,-0.016666667,0.183333333,negative,0.277,0.723,0,-0.7845
T1075,MaxBlumenthal The genuis Zelensky got Russia invade chess,russia invade,0,0,neutral,0,1,0,0
T1076,LPNational So countries would help Russia decided invade,russia invade,0,0,positive,0,0.703,0.297,0.4522
T1077,Yeah everybody knows ca invade Russia winter forgot Kievan Rus original Russia,russia invade,0.375,0.75,positive,0,0.69,0.31,0.5423
T1078,TheManiacHiker hodgetwins What sad actually believe Russians like trump Didn see Russia invade Ukraine Trump president,russia invade,-0.25,0.55,negative,0.158,0.714,0.128,-0.1531
T1079,TobiAyodele Lol shutting cause afraid Russia invade next Russia zero intention going past Ukraine Ukraine tricked proxy war soul soul West,russia invade,-0.0125,0.4625,negative,0.209,0.684,0.106,-0.4019
T1080,RT KyivIndependent Belarus participated Russia aggression Ukraine allowing Russian troops use Belarusian,russia invade,0,0,negative,0.167,0.833,0,-0.296
T1081,MDeltieure FLOTUS I sorry Covid originate What happened Afghanistan Why Russia invade Ukraine Why inflation hit record numbers Why borders open Why go How much Biden family receive selling Country Crime division etc,russia invade,-0.1,0.566666667,negative,0.138,0.862,0,-0.5859
T1082,RT I favor building fortified demilitarized zone forever separate Russia rest europe,russia invade,0,0,positive,0,0.787,0.213,0.4019
T1083,thehill There kinds threatening gestures special military operations Russia occupy Ukraine reasons Russia wo occupy Ukraine Putin really want,russia invade,0.152380952,0.29047619,positive,0.144,0.675,0.181,-0.0276
T1084,MyExecutiveTime I think Putin good guy But I see US imperialism playing huge part war Using Ukraine fodder via proxy Why Russia invade Belarus Because Russian friendly gov right Same thing Ukraine US funded revolution,russia invade,0.293452381,0.443452381,positive,0.12,0.626,0.255,0.6187
